Name of Product,Description,Image Link,Price,Rating,Name of Store
"XIAOMI OFFICIAL Redmi A1 MediaTek Helio A22 HD+ 6,52"" 5000mAh","Xiaomi Redmi A1


Xiaomi Official Store Garansi Resmi, IMEI Resmi Terdaftar di IMEI KEMENPERIN

Masa Garansi : 15 Bulan

Xiaomi Redmi A1 memiliki layar HD+ 6.52"" yang besar dan sejernih kristal akan langsung memberikan pengalaman visual yang lebih menakjubkan ketika menonton film dan bermain game.

Xiaomi Redmi A1 dilengkapi dengan kapasitas baterai 5000mAh yang sangat besar dan pengisian daya cepat 10W, kamu bisa menikmati daya tahan baterai yang lebih lama sepanjang hari. Tak perlu lagi khawatir kehabisan daya baterai! 30 jam menelepon, 22 jam memutar video, 746 jam waktu siaga, dan 161 jam mendengarkan musik.

Xiaomi Redmi A1 memiliki desain bingkai datar trendi yang tersedia dalam nuansa warna hitam, dan biru yang menyejukkan. Panel bagian belakang yang bertekstur memiliki tampilan premium yang tahan dari noda sidik jari dan nyaman digenggam dalam waktu lama.

Xiaomi Redmi A1 tersedia dalam 2 pilihan warna yaitu Light Blue dan Black

Xiaomi Redmi A1 dilengkapi dengan sistem kamera ganda 8MP di bagian belakang dilengkapi algoritma pemrosesan gambar pintar untuk merekam semua cerita kamu. Xiaomi Redmi A1 dilengkapi juga dengan kamera depan 5MP setiap foto selfie akan merefleksikan keindahan kamu dengan mudah.

Xiaomi Redmi A1 memiliki slot kartu SD khusus hingga 1TB, sehingga kamu bisa dengan mudah menyimpan banyak konten dengan ringkas.

Xiaomi Redmi A1 mendapatkan pembaruan keamanan selama 2 tahun. Tingkatkan pengalaman kamu dengan sistem operasi yang aman, lancar, dan responsif. Menjalankan aplikasi atau beralih dari media sosial favorit ke game atau fotografi dengan cepat dan mudah.

Xiaomi Redmi A1 didukung dengan sistem prosesor Android 12

Isi Kemasan

Redmi A1/ Adaptor/ Kabel USB/ Alat pembuka SIM/ Kartu garansi/ Panduan pengguna",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/11/17/4312fce4-b02e-4aa6-a7a5-e171db64fb6e.jpg.webp?ect=4g,Rp999.000,,Xiaomi Official Store
Apple iPhone 11 64 GB - Garansi Resmi iBox Apple Indonesia,"Garansi Resmi iBox Apple Indonesia 1 Tahun

Dapatkan keuntungan dengan membeli di toko kami :

1. Garansi Tukar Baru 1x24 jam dari diterima oleh pembeli apabila ada cacat pabrik / fungsi yang tidak berfungsi dari pabrik ketika buka segel langsung kami ganti baru , syarat ketentuan ada di catatan toko

2. Semua pengiriman sudah kami packing dengan aman

3. Jaminan Uang kembali utuh 100% apabila produk tidak sesuai dengan deskripsi / keterangan

100% Original Baru dan Segel Greenpeel (Asli Apple)

iPhone Produksi Baru sudah tidak mendapat Adapter dan Headset di dalam box , isi paket penjualan iPhone dan Kabel usb c to lightning

Imei Terdaftar Resmi di Kemenperin

Spesifikasi :

Jaringan GSM / HSPA / LTE
Sistem Operasi iOS 14
Prosesor Apple A13 Bionic (7 nm+), Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder)
GPU Apple GPU (4-core graphics)
RAM 4 GB
Ukuran Layar 6.1 inch
Tipe Layar Liquid Retina IPS LCD capacitive touchscreen, 16M colors, True Tone, Haptic Touch, 625 nits
Resolusi Layar 828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)
Kamera Belakang
Dual 12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 13mm (ultrawide)

Kamera Depan
12 MP, f/2.2, 23mm (wide)
SL 3D camera

Audio Stereo Speakers, Dolby Atmos, Dolby Digital Plus
WLAN Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot
Bluetooth 5.0, A2DP, LE
GPS A-GPS, GLONASS, GALILEO, QZSS
Sensor Face ID, accelerometer, gyro, proximity, compass, barometer, Proximity, Ambient light, Siri natural language commands and dictation
Baterai 3110 mAh
Pengisian Daya Support fast battery charging, USB Power Delivery 2.0, Qi wireless charging
Slot Memori Eksternal No
Berat 194 gr
Dimensi 150.9 x 75.7 x 8.3 mm",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/7/2/11187761-1082-4e85-a4a5-339e60461da5.jpg.webp?ect=4g,Rp7.286.000,5,Universe Store
Infinix Note 30 8/256 GB Garansi Resmi,"Baru dan Segel ~
Garansi Resmi ~
IMEI Terdaftar ~


NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2023, May 22
Status Available. Released 2023, May 22
BODY Dimensions 168.6 x 76.6 x 8.6 mm (6.64 x 3.02 x 0.34 in)
Weight 219 g (7.72 oz)
Build Glass front, plastic frame, glass or leather back
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type IPS LCD, 120Hz, 580 nits (peak)
Size 6.78 inches, 109.2 cm2 (~84.5% screen-to-body ratio)
Resolution 1080 x 2460 pixels (~396 ppi density)
PLATFORM OS Android 13
Chipset Mediatek MT8781 Helio G99 (6nm)
CPU Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)
GPU Mali-G57 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 128GB 8GB RAM, 256GB 8GB RAM
UFS
MAIN CAMERA Triple 64 MP, f/1.7, (wide), 1/2"", 0.7µm, PDAF
2 MP, f/2.4, (depth)
QVGA
Features Quad-LED flash, HDR, panorama
Video 1440p@30fps, 1080p@30/60fps
SELFIE CAMERA Single 16 MP, f/2.0, (wide)
Features LED flash, HDR
Video 1080p@30fps
SOUND Loudspeaker Yes, with dual speakers
3.5mm jack Yes
Tuned by JBL
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct
Bluetooth Yes
Positioning GPS
NFC Yes (market/region dependent)
Radio FM radio
USB USB Type-C 2.0, OTG
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compass
BATTERY Type Li-Po 5000 mAh, non-removable
Charging 45W wired",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/6/23/3c72034e-63ee-4df3-bf16-daba5ce9f488.png.webp?ect=4g,Rp1.930.000,5,duniagadgetku
Infinix Hot 30i 8/128 GB Garansi Resmi,"Baru dan Segel ~
Garansi Resmi ~
IMEI Terdaftar ~


Spesifikasi:

- Processor : Mediatek Helio G37
- Size : 6,6""
- Resolution : 720 x 1612
- Rear Camera Resolution : 50 MP
- Front Camera Resolution : 5 MP
- RAM : 8GB (Up to 16GB RAM (Including 8GB Extended RAM)
- ROM : 128GB
- Network Type : 4G
- Operating System Android 12
- 5000mAh Battery
- 90Hz 6.6” HD+ True Bright Display
- Side-mounted Fingerprint Unlock
- Octa-Core Gaming Processor

",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/10/6/df7ae29f-325f-4dc7-b872-657d47c67a00.png.webp?ect=4g,Rp1.366.000,,duniagadgetku
Xiaomi Redmi 10 6/128 GB Garansi Resmi,"REDMI 10 (2022) 6/128GB

Garansi Resmi NOrepack
Ukuran layar: 6.5 inches, 102.0cm2, 1080 x 2400 pixels (~405 ppi density) LCD, 90Hz
Memori: RAM 6GB, ROM 128GB; microSDXC slot
Sistem operasi: Android 11; MIUI 12.5
CPU: MediaTek Helio G88 (12nm), Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU: Mali-G52 MC2
Kamera Belakang: 50 MP f/1.8 PDAF (wide), 8 MP f/2.2 120˚(ultrawide), 2 MP f/2.4 (macro), & 2 MP f/2.4 (depth)
Kamera Depan: 8 MP f/2.0 (wide)
SIM: Dual SIM (Nano-SIM, dual stand-by)
Baterai: Li-Po 5000 mAh, non-removable
Berat: 181 gr

",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/7/27/3ac71b69-3589-4768-90e7-d87edd067810.jpg.webp?ect=4g,Rp1.660.000,5,jikalaku
XIAOMI OFFICIAL Xiaomi 12T 5G,"Xiaomi 12T 5G

Masa Garansi : 24 Bulan

Xiaomi Official Store Garansi Resmi, IMEI Resmi Terdaftar di IMEI KEMENPERIN

Dengan kamera utama 108MP OIS yang ultra-jernih dan beresolusi tinggi, setup smartphone ini dilengkapi dengan berbagai pemutakhiran optik dan fitur malam terbaik untuk menyempurnakan pengalaman Anda di siang dan malam hari.

Dilengkapi prosesor MediaTek Dimensity 8100-Ultra 5nm terbaik dan sistem pendingin terbesar yang pernah ada di Xiaomi T Series, ponsel ini siap mewujudkan keinginan Anda lebih cepat, lebih mulus, tanpa cepat panas.

Daya baterai tahan untuk sepanjang hari hanya dalam 21 menit. Waktu yang diperlukan untuk menyiapkan dan menikmati espreso. HyperCharge 120W, terisi penuh dalam 21 menit*. Baterai berkapasitas 5000mAh. 42 fitur keamanan dan 9 sensor termal, yang melindungi konektor ke port dan baterai, dan menjamin 800 siklus pengisian daya.

Perkenalkan layar AMOLED CrystalRes pertama kami, yang akan membawa Anda terhanyut dalam keindahan momen. Layar sejernih kristal dengan speaker stereo ganda Dolby Atmos hadir untuk mengabadikan momen terbaik Anda. Layar AMOLED 6,67"" CrystalRes. resolusi super 1220p, rasio kontras 5.000.000:1, dan densitas piksel 446 ppi. Meski layar ini memiliki tingkat kejernihan 27% lebih tinggi dibandingkan layar 1080p, konsumsi dayanya tetap sama.

Setup speaker ganda Dolby Atmos mengalunkan audio stereo yang mantap dan makin memanjakan telinga. Film dan musik akan terdengar lebih seru berkat audio jernih berkualitas tinggi.

Isi Kemasan:

Xiaomi 12T
Adaptor
Kabel USB Tipe-C
Alat Pembuka SIM
Casing Pelindung
Panduan Memulai Cepat
Kartu Garansi

Hi Mi Fans,
Demi kenyamanan dan keamanan berbelanja.. mohon bantu kami yaa.
1. Menyertakan video unboxing ketika komplain
2. Rekam video dengan jelas sebelum membuka paket
3. Mohon maaf, kami tidak menerima video yang direkam setelah paket dibuka serta video editan atau terputus-putus
4. Jangan lupa kasih review dan rate bintangnya ya",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/11/30/30b5b123-0067-4970-899e-9556d948c3db.jpg.webp?ect=4g,Rp6.599.000,4.9,Xiaomi Official Store
REDMI10C 4/128 garansi resmi,"Redmi 10C

asuransi bila tidak dicentang berarti buyer tau ada resiko berani ditanggung.tdk ada alasan debat2 dan pusat resolusi
membeli =setuju

Performance
• Snapdragon® 680
- 6nm manufacturing process
- CPU : Octa-core CPU, up to 2.4GHz
- GPU : Qualcomm® Adreno"" 610 GPU • LPDDR4X + UFS 2.2 storage
- 4+128GB
- Expandable storage up to 1TB
• MIUl 13, based on Android 11
•Camera
•50MP+2MP rear camera
• 50MP main camera
- f/1.8
- 4-in-1 pixel binning
• 2MP depth camera
- f/2.4
• 5MP front camera
- f/2.2 Display & Design
• 6.71 HD+ Dot Drop display
- Sunlight display, Reading mode, Color temperature adjustment
- Resolution: 1650x720 HD+
- Supports Netflix HD and Prime HD
• Available colors: Graphite Gray, Ocean Blue, Mint Green
• Dimensions: 169.59 mm x 76.56 mm x 8.29 mm
• Weight: 190g
• Curved unibody design
• Corning® Gorilla® Glass 3 front Battery & Charging
• 5.000mAh (typ) battery
• Supports 18W fast charging
• 10W in-box charger
• USB-C Audio
• 3.5mm headphone jack Security
• Rear fingerprint sensor
• Al face unlock Connectivity
• Dual SIM + MicroSD
• Bands:
2G: GSM: 850 900 1800 1900MHz
3G: WCDMA: 1/2/4/5/8 4G: LTE FDD:1/2/3/4/5/7/8/20/28
4G: LTE TDD: 38/40/41 (B41 2535-2655MHz)
• Wireless Network
- Wi-Fi Protocol: 802.11a/b/g/n/ac
• Bluetooth 5.0",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/4/19/524d666f-f326-426d-b7f8-1bbf0f942191.jpg.webp?ect=4g,Rp1.230.000,5,hapehapeku21
IPHONE XR 64GB Second original mulus,"FULLSET
jaringan aman 100%
Bisa pakai semua kartu / all provider

Ready stok iphone original 100%


kemulusan unit 97-99%
semua fungsi normal lancar jaya
Ex inter Global silent kamera
KESEHATAN BH DIATAS 90%
3utools random 95% - 100% ga bisa REQUEST
LCD original bawaan 100%
icloud kosong. bebas reset. bebas update
Garansi 1 Bulan setelah barang diterima
kecuali segel rusak / human error
Feedback negatif garansi hangus
Fullset (lengkap) acc oem
untuk headset di pairing dulu kak konek bluetooth

Note : perlengkapan aksesoris OEM artinya bukan original bawaan. seperti Adapter / Kabel / Headset tidak ada garansi",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/4/19/37c40112-faae-462d-9f56-faa2c98108cc.png.webp?ect=4g,Rp3.780.000,4.9,yunishop00
Xiaomi Redmi Note 12 4/128GB + 6/128GB + 8/128GB Garansi Resmi,"Baru dan Segel ~
Garansi Resmi ~|
IMEI Terdaftar ~


NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2023, March 23
Status Available. Released 2023, March 30
BODY Dimensions 165.7 x 76 x 7.9 mm (6.52 x 2.99 x 0.31 in)
Weight 183.5 g (6.49 oz)
SIM Dual SIM (Nano-SIM, dual stand-by)
IP53, dust and splash resistant
DISPLAY Type AMOLED, 120Hz, 450 nits (typ), 700 nits (HBM), 1200 nits (peak)
Size 6.67 inches, 107.4 cm2 (~85.3% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density)
Protection Corning Gorilla Glass 3
PLATFORM OS Android 13, MIUI 14
Chipset Qualcomm SM6225 Snapdragon 685 (6 nm)
CPU Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53)
GPU Adreno 610
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM
UFS 2.2
MAIN CAMERA Triple 50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, (macro)
Features LED flash, HDR, panorama
Video 1080p@30fps
SELFIE CAMERA Single 13 MP, f/2.5, (wide), 1/3.0""
Features HDR
Video 1080p@30fps
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band
Bluetooth 5.0, A2DP, LE
Positioning GPS, GLONASS, GALILEO
NFC Yes (market/region dependent)
Infrared port Yes
Radio Unspecified
USB USB Type-C 2.0, OTG
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compass
BATTERY Type Li-Po 5000 mAh, non-removable
Charging 33W wired",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/5/26/ea2b3a2c-5c85-4d08-8ec9-7c32bd54e838.png.webp?ect=4g,Rp1.964.000,5,duniagadgetku
"vivo iQOO Z7 (12/256) - SDM 782G, 120W FlashCharge + 5000mAh, 64MP OIS","iQOO Z7

Key Point :
Snapdragon 782G Mobile Platform
120W Dual-Cell Flash Charge + 5000 mAh
RAM + ROM : 12+256
Extended RAM 8GB
3K Vapor Chamber Liquid Cooling
64MP with OIS

Basic :
Operating System: Android 13 [Funtouch OS 13]
Processor : Snapdragon 782G Mobile Platform
RAM & ROM : 12 GB + 256 GB
Extended RAM : 8GB
Fast Charging : 120W Dual-Cell Flash Charge
Battery : 5000 mAh (TYP)

Gaming :
6,64"" 120Hz Refresh Rate Eye Protection
X-Asis Linear Motor
4D Game Vibration
Motion Control
Dual Stereo Speaker - Closed Box System
Sound Field Expansion Algorithm

Camera :
Rear : 64MP (f/1.79, 25mm) OIS + 2MP (f/2.4, 24mm)
Front : 16MP Camera (f/2.45. 27mm)

Body :
Dimensions : 164.58 x75.80 x8.75 mm
Weight : 201.5
Earphone Jack : 3.5mm American Standard Headphones
Color : Metallic Grey & Matrix Blue

Photography :
Pro Sports Mode 3.0
Super Moon
Super Night mode 4.0
Night Noise Cancellation Algorithms
Dual-View Video
Party Portrait

Connectivity
5G
Wi-FI 6

Daily Support
NFC Multifunctions",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/5/16/7f9185a4-daa4-4caa-8c63-3641152fd847.jpg.webp?ect=4g,Rp4.245.000,4.9,vivo Indonesia
(RESMI) Samsung S21 Ultra 256GB 512GB Garansi Indonesia S21 Plus + S21,"READY STOCK & SIAP KIRIM BOSS!!
- Garansi Resmi SEIN Indonesia
- IMEI Tembus di Kemenperin pastinya
- In the Box : Unit + Usb C Only ( not include adapter + earphone )
- Sudah Support 5G

Baca Ulasan kami disini :
https://www.tokopedia.com/putragroup/review

Sekilas info Putra Group :

1. Positif review 99 % dr 100 % kepuasan customer
2. Sudah melayani 100,000 ++ customer secara online
3. Garansi Resmi Samsung Indonesia 1 Tahun
4. Brand new - Original - Segel
5. After sales yg siap melayani anda selama 24 jam


Samsung Adapter
https://www.tokopedia.com/putragroup/etalase/samsung-adapter

Samsung Galaxy Buds
https://www.tokopedia.com/putragroup/etalase/samsung-buds

Samsung Watch
https://www.tokopedia.com/putragroup/etalase/samsung-watch

Other Samsung Acc
https://www.tokopedia.com/putragroup/etalase/other-samsung-acc",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/19/adda5c2d-feaa-45e3-b53e-176b834a7b8b.jpg.webp?ect=4g,Rp8.999.000,5,Putra Group
Official Xiaomi POCO X5 Pro 5G (6GB/128GB) | (8GB/256GB) Snapdragon,"Official POCO X5 Pro 5G
Warna : Black, Blue, Yellow

Processor:
- Snapdragon 778G
- CPU: Octa-core CPU, up to 2.4GHz
- GPU: Qualcomm Adreno 642L
RAM/Storage:
- 6GB+5GB*/128GB, 8GB+5GB*/256GB
- Dynamic RAM expansion 3.0
*Dynamic expansion RAM perlu dibuka di pengaturan, dan penyimpanan tambahan harus dipilih sesuai dengan kapasitas kosong smartphone saat ini

Layar : 6.67” FHD+ Flow AMOLED Dot Display
- Resolution: 2400 x 1080
- Refresh rate : Up to 120Hz
- Reading Mode
- Sunlight Display

Kamera belakang:
108MP wide camera
8MP ultra-wide camera
2MP macro camera
2MP depth camera
Kualitas Video:
- 4K 3840 x 2160 | 30fps
- 1080p 1920 x 1080 | 60fps
- 1080p 1920 x 1080 | 30fps
- 720p 1280 x 720 | 30fps
Fitur video kamera belakang
VLOG
Gerakan lambat
Time-lapse
Kamera Depan : 16MP (f/2.4)
Kualitas Video:
- 1080p 1920 x 1080 | 60fps
- 1080p 1920 x 1080 | 30fps
- 720p 1280 x 720 | 30fps

Baterei & pengisian daya
- 5000mAh (typ)
- 67W turbo charging

IP53 splash-proof protection

Keamanan:
Sensor sidik jari di bagian samping
AI Face Unlock
NFC

Mendukung Google Pay
*Fungsi mungkin berbeda di beberapa pasar.

Dimensi:
Panjang: 162.91mm
Lebar: 76.03mm
Ketebalan: 7.9mm
Berat: 181g
*Data disediakan oleh laboratorium internal. Metode pengukuran industri mungkin berbeda, sehingga hasil sebenarnya dapat berbeda.

Konektivitas:
- Dual SIM, dual standby: 5G+5
Frekuensi jaringan:
Mendukung 5G/4G/3G/2G
*Konektivitas 5G mungkin berbeda tergantung ketersediaan di wilayah dan dukungan operator setempat.

Jaringan Nirkabel :
Bluetooth 5.2

Audio: Dual Speakers
3.5mm headphone jack

Video :
MP4丨M4V丨MKV丨AVI丨WMV丨WEBM丨3GP丨3G2丨ASF

Sensor :
Sensor jarak | Sensor cahaya ambien | Akselerometer | Kompas elektronik | IR Blaster ｜Giroskop
Sistem Operasi : MIUI 14 for POCO
POCO Official Store Garansi Resmi, IMEI Resmi Terdaftar di IMEI KEMENPERIN

Isi Kemasan :
POCO X5 Pro 5G
Adaptor
Kabel USB type C
Alat pembuka SIM
Kartu garansi
Panduan pengguna
#POCONYABERAKSI bookmark
POCO Stiker",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/7/7/b11c1014-5aa9-4029-8fee-3b093381c9fe.jpg.webp?ect=4g,Rp3.999.000,4.9,Xiaomi Official Store
Infinix Note 30 8/256GB - Up To 16GB - 120 HZ Screen - 8/256,"Spesifikasi Infinix Note 30 8/256GB :

• Dimension : 168.62x76.6x8.58mm
• Weight : 219g
• Processor : MediaTek Helio G99
• Operating System : Android 13
• Ram : 8+8GB Extended
• Rom : 256GB
• External Memory : Up to 2TB
• Display : 6.67” FHD+ 120Hz
• Battery : 5000 mAh
• Network : 4G/3G/2G
• Camera : Front 16MP, Rear 64MP+ 2MP + Ai Cam Quad Flash Light
• Video : 4K@30FPS / 1080P@60FPS
• NFC

Kelengkapan Di Dalam Kotak :
• 1 Unit Infinix Note 30 8/256GB
• 1 x Adaptor Charger,
• 1 x USB Type C Cable Data
• 1 x SIM Ejector
• 1 x Case
• 1 x Screen Protector
• 1 x Warranty Card
• 1 x User Guide",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/5/23/cbf518e0-99e4-47a1-b539-82dd5e1d4093.jpg.webp?ect=4g,Rp2.025.000,5,Infinix Official Store
Xiaomi Official Redmi 10 2022 4/64G Smartphone,"Redmi 10 2022 4GB 64GB Smartphone


Bonus Kuota Live.On selama setahun didapatkan JIKA membeli paket bundling
atau
Khusus TUKAR TAMBAH dengan Laku6 (Jabodetabek), dapatkan EXTRA DISC 10% hingga 1.5jt*

*syarat & ketentuan berlaku

Spesifikasi:

Penyimpanan & RAM
4+64GB
LPDDR4X +eMMC
Penyimpanan memori dapat diperluas hingga 512GB
*Konfigurasi yang tersedia berbeda-beda tergantung wilayah.

Dimensi
Tinggi: 161,95mm
Lebar: 75,53mm
Ketebalan: 8,92mm
Berat: 181g

Layar
Layar AdaptiveSync 6,5""""
Rasio refresh: 90Hz
AdaptiveSync: 45/60/90Hz
2400 x 1080, 405 ppi
Sunlight display
Mode baca 3.0
Corning Gorilla Glass 3

Prosesor
Helio G88
2 x Arm Cortex-A75 @ 2GHz
6 x Arm Cortex-A55 @ 1,8GHz
Proses manufaktur 12nm
GPU Arm Mali-G52

Baterai & Pengisian Daya
Baterai 5.000mAh (typ)
Pengisian daya cepat 18W
Pengisian daya terbalik dengan kabel 9W
Pengisi daya dengan dudukan pengisian daya 22,5W
USB-C

Kamera
50MP f/1,8
8MP kamera ultra-wide f/2,2 FOV 120
2MP kamera makro f/2,4
2MP Sensor Depth f/2,4

Kamera depan
8MP kamera depan
f/2,0

Keamanan
Sensor sidik jari di bagian samping
AI Face Unlock

Jaringan & Konektivitas
SIM hybrid + MicroSD khusus
Penyimpanan dapat diperbesar hingga 512GB

Jaringan Nirkabel
Bluetooth 5.1
Mendukung Wi-Fi 2,4GHz/Wi-Fi 5GHz
Mendukung radio FM

Navigasi & Penentuan Posisi
GPS: L1
Galileo: E1 | GLONASS | Beidou
Penentuan posisi tambahan A-GPS | Kompas elektronik | Jaringan nirkabel | Jaringan data

Audio
Speaker ganda
Headphone jack 3,5mm

Sensor
Sensor jarak | Sensor cahaya ambien | Akselerometer | Kompas elektronik | Motor getaran | IR blaster

UI dan sistem
MIUI 12.5 berbasis Android 11

Isi Kemasan:
Perangkat | Adaptor | Kabel USB Tipe-C | Alat Pembuka SIM | Casing Pelindung | Panduan Memulai Cepat | Kartu Garansi",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/3/29/e441a447-889e-45e3-b225-3485e7f7dff5.jpg.webp?ect=4g,Rp1.799.000,4.9,Xiaomi Official Store
XIAOMI REDMI 9C RAM 4 64 RAM 3 32 REDMI 9A RAM 3 32 RAM 2 32 GRS RESMI,"Khusus untuk varian bertanda PROMO. Jika warna tidak tersedia maka akan kami kirim ""RANDOM"" ya ka. Terimakasihh :)


HI selamat datang di toko kami :)

Kami adalah salah satu Distributor khusus HP Bergaransi RESMI(kami ada TOKO OFFLINE) Barang dijamin ORIGINAL dan barang PASTI BARU semua produk ber GARANSI RESMI dan IMEI TERDAFTAR:

PENTING!!!
HARAP DIBACA SEBELUM MEMBELI :
1.HARAP CHAT DULU SEBELUM PEMBAYARAN(TANYAKAN YG JELAS KETERSEDIAAN WARNA/GIFT/PROMO/DLL)
2.GRATIS ONGKIR DAN ASURANSI PENGIRIMAN PENGIRIMAN
3.GARANSI TOKO/RETUR BISA DIBACA SYARATNYA DI CATATAN TOKO KAMI(WAJIB ADA VIDEO UNBOXING YANG JELAS)

FAST RESPON WA DI #Nol-813-8596-7878

Pengiriman : SETIAP HARI (SENIN-MINGGU FULL)
- SAMEDAY sebelum - Jam 14:00 (Anteraja):
- INSTAN sebelum - Jam 19:00:
- REGULAR sebelum - Jam 18:00:
- JAM AKTIF :08:00-20:00:

NOTE:
- ORDER MAKSIMAL 1 JAM SEBELUM JAM PICKUP KURIR- LANGSUNG DIKIRIM HARI YANG SAMA",https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2023/12/10/06133a37-2cee-41ba-b771-ee4ba5826487.png.webp?ect=4g,Rp865.000,4.9,ALFASTORE-
